POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,4,BHK,3500.1750090000005,1,1,"Nerul,Lalitpur",19.0242,73.0172,600.0
Dealer,0,1,3,BHK,1665.400573,1,1,"Pali Village,Maharashtra",19.280469,72.890804,570.0
Dealer,0,0,1,BHK,655.0004888,1,1,"Sector 1 Sanpada,Lalitpur",22.591983,88.40744000000001,67.0
Owner,0,0,4,BHK,2400.0,1,1,"Sarthana Jakatnaka,Surat",21.235342000000003,72.917751,90.0
Dealer,0,0,2,BHK,1245.210728,1,1,"Perumbakkam,Chennai",12.9053,80.1986,65.0
Dealer,0,1,3,BHK,1037.013401,1,1,"Bandra Kurla Complex,Lalitpur",24.0447,78.9592,390.0
Dealer,0,1,2,BHK,1094.99852,1,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,37.0
Dealer,0,0,2,BHK,1500.028847,1,1,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,260.0
Owner,0,0,3,BHK,1360.039565,1,1,"Ghatkesar,Secunderabad",17.45,78.5,55.0
Owner,0,0,1,BHK,540.0914001,1,1,"Palghar,Palghar",19.696531,72.767746,13.0
Owner,0,0,1,BHK,550.0728038,1,1,"Noida sector 82,Noida",28.530661,77.372736,34.0
Owner,0,0,3,BHK,1780.1513129999998,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,120.0
Dealer,0,0,3,BHK,1475.071295,1,1,"Kandivali (East),Mumbai",19.1955,72.8728,300.0
Dealer,0,1,4,BHK,2259.059132,1,1,"Worli,Lalitpur",19.0167,72.8167,740.0
Dealer,0,0,3,BHK,1222.222222,1,1,"Jawahar Nagar,Lalitpur",28.679892,77.20616,220.0
Dealer,1,0,2,BHK,1294.219154,0,1,"Challaghatta,Bangalore",12.940209,77.645557,75.0
Dealer,0,0,2,BHK,1167.618059,1,1,"Mulund (East),Mumbai",19.1649,72.9608,180.0
Owner,0,1,3,BHK,1395.197923,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,86.0
Dealer,0,0,3,BHK,1300.012235,1,1,"Marine Drive Chowpatty,Mumbai",18.9426105,72.8231305,850.0
Owner,0,0,4,BHK,1762.1145370000002,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,100.0
Dealer,0,0,2,BHK,1190.47619,1,1,"Chembur (West),Lalitpur",19.05871,72.89969,180.0
Dealer,0,0,2,BHK,906.0681629,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,54.5
Dealer,0,0,2,BHK,1218.1857730000002,1,1,"Gandamunda,Bhubaneswar",20.249484,85.810238,56.0
Dealer,1,1,2,BHK,490.2564103,0,0,"Bhadra Nagar,Maharashtra",20.742166,80.104602,47.8
Dealer,1,0,3,BHK,2113.636364,0,1,"PAL,Surat",21.17,72.83,83.7
Owner,0,0,1,BHK,698.494826,1,1,"Oxel Siolim,Goa",15.632796,73.773052,29.7
Dealer,1,0,3,BHK,1325.0,0,1,"Mango,Jamshedpur",22.835481,86.221099,31.8
Builder,1,1,2,BHK,1038.834951,0,0,"Ramamurthy Nagar,Bangalore",13.013312,77.662077,53.5
Owner,0,1,4,BHK,2296.819788,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,130.0
Owner,0,1,2,BHK,1248.175182,1,1,"Sikar Road,Jaipur",27.61194,75.13972,34.2
Dealer,0,1,3,BHK,1640.464798,1,1,"Bicholi Mardana,Indore",22.1764,75.8193,48.0
Dealer,0,0,3,BHK,1976.184444,1,1,"Salan Gaon,Dehradun",30.488981,78.646387,78.0
Owner,0,0,2,BHK,900.1097695000001,1,1,"Kudasan,Gandhinagar",23.166495,72.63429000000001,41.0
Dealer,0,1,3,BHK,1523.925632,1,1,"Tathawade,Pune",18.6182,73.7447,100.0
Owner,1,0,2,BHK,1500.272777,0,1,"MOTI DUNGRI,Alwar",27.474976,77.039163,55.0
Dealer,0,1,2,BHK,1135.0737800000002,1,1,"VIP Road,Raipur",22.616946,88.431928,30.0
Dealer,0,0,3,BHK,1300.236407,1,1,"New Town,Kolkata",22.5922,88.484911,55.0
Dealer,0,0,2,BHK,1140.021459,1,1,"Sector-25 Kamothe,Lalitpur",28.582887,77.339935,85.0
Dealer,0,1,4,BHK,2500.0,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,140.0
Dealer,0,0,5,BHK,6125.434265999999,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,670.0
Owner,0,0,2,BHK,1485.884101,1,1,"Kalena Agrahara,Bangalore",12.865219,77.59036,130.0
Dealer,0,0,2,BHK,1020.106446,1,1,"Pimple Saudagar,Pune",18.5956,73.7981,69.0
Owner,0,0,2,BHK,1250.0,1,1,"Vadavalli,Coimbatore",11.026678,76.903583,46.0
Dealer,0,1,4,BHK,2350.028984,1,1,"Juhu,Lalitpur",19.1026,72.8243,1500.0
Owner,0,1,2,BHK,1130.12086,1,1,"Ambegaon Bk,Pune",18.347616,73.586463,72.0
Dealer,0,0,3,BHK,1400.1680199999998,1,1,"Koregaon Park,Pune",18.5333,73.9,100.0
Dealer,1,1,2,BHK,1048.88402,0,1,"Undri,Pune",18.452663,73.93104,76.6
Dealer,0,0,2,BHK,1275.8356720000002,1,1,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,100.0
Dealer,0,1,3,BHK,1750.198886,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,110.0
Dealer,0,1,2,BHK,1255.172414,1,1,"Kharadi,Pune",18.5438,73.9438,91.0
Dealer,0,1,2,BHK,1234.567901,1,1,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,29.0
Owner,0,0,2,BHK,1050.2283109999998,1,1,"Daldal Seoni, Mova,Raipur",21.289586,81.66291700000001,23.0
Dealer,0,0,3,BHK,2462.121212,1,1,"Ramagondanahalli,Bangalore",12.96991,77.59796,130.0
Owner,0,0,3,BHK,1302.083333,1,1,"Junwani,Bhilai",21.201983,81.374348,30.0
Dealer,0,0,4,BHK,1814.882033,1,1,"Sector-48 Chandigarh,Chandigarh",30.690115,76.759652,140.0
Dealer,0,0,3,BHK,2985.76022,1,1,"Gotri,Vadodara",22.312358,73.145436,130.0
Dealer,0,1,3,BHK,1847.187238,1,1,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,110.0
Dealer,1,1,2,BHK,649.0588646000001,0,0,"Kopri,Maharashtra",20.036867,78.32464300000001,130.0
Owner,0,0,4,BHK,2591.026865,1,1,"Sri Ramachandra Nagar,Vijayawada",16.513823000000002,80.679675,190.0
Dealer,0,1,2,BHK,864.8274669,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,100.0
Owner,0,0,1,BHK,484.4144903,1,1,"Madhuban Bapudham,Ghaziabad",28.707966,77.48760300000001,11.5
Dealer,1,1,2,BHK,633.8742394,0,0,"Boisar,Maharashtra",19.811319,72.76894,37.5
Dealer,1,1,3,BHK,1774.479755,0,1,"Bellandur,Bangalore",12.9255,77.6765,110.0
Dealer,0,1,3,BHK,1355.9903880000002,1,1,"Porur,Chennai",13.03478,80.15586,79.0
Dealer,0,1,3,BHK,1884.172947,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,95.0
Dealer,1,1,2,BHK,1020.092736,0,1,"Rahatani,Pune",18.602428,73.787111,66.0
Owner,0,0,2,BHK,1210.074574,1,1,"Saibaba Colony,Coimbatore",19.46304,76.434955,86.0
Dealer,0,0,2,BHK,778.0013414,1,1,"New Ballygunge,Kolkata",22.529,88.368,58.0
Dealer,1,1,3,BHK,2228.571429,0,1,"Sushant Golf City,Lucknow",26.781748,81.006714,78.0
Owner,0,0,2,BHK,718.0960197,1,1,"Jai Balaji Nagar,Chennai",12.981445,80.160441,35.0
Dealer,1,1,3,BHK,1778.041191,0,1,"Harlur,Bangalore",12.928575,77.58572099999999,120.0
Dealer,1,1,3,BHK,1720.917823,0,1,"Palanpur,Surat",21.17,72.83,64.5
Dealer,0,0,2,BHK,965.2509652999998,1,1,"Jahangirpura,Surat",21.17,72.83,25.0
Dealer,1,1,3,BHK,1715.492214,0,1,"George Town,Allahabad",25.4481,81.8576,130.0
Dealer,1,1,2,BHK,1100.0445960000002,0,1,"Balewadi,Pune",18.097689000000003,74.735239,74.0
Dealer,1,1,2,BHK,649.0588646000001,0,0,"Kopri,Lalitpur",24.69028,78.41889,130.0
Dealer,0,0,2,BHK,1110.095338,1,1,"Sector-16 Ulwe,Lalitpur",28.409274,77.322293,85.0
Dealer,0,1,3,BHK,1503.081317,1,1,"Sector-69 Gurgaon,Gurgaon",28.392385,77.035763,100.0
Dealer,0,0,4,BHK,2250.0,1,1,"Sector-79 Mohali,Mohali",30.678174,76.712936,90.0
Dealer,0,0,3,BHK,1799.775028,1,1,"Whitefield,Bangalore",12.9958935,77.761394,160.0
Owner,0,0,2,BHK,1000.0,1,1,"Panki,Kanpur",26.462204,80.239088,37.0
Dealer,1,1,2,BHK,1022.96023,0,0,"Sector-144 Noida,Noida",28.493232,77.434566,49.9
Dealer,1,0,2,BHK,1155.306156,0,1,"Sector-8 Sanpada,Lalitpur",19.216097,72.821721,140.0
Owner,0,0,2,BHK,790.0280899,1,1,"Shetty Halli,Bangalore",13.930233,75.69223199999999,45.0
Owner,1,1,4,BHK,3332.323538,0,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,110.0
Owner,0,0,3,BHK,1433.691756,1,1,"Bhaktinagar,Siliguri",26.724219,88.326357,60.0
Dealer,0,0,2,BHK,975.0233738,1,1,"Bevarly Park,Maharashtra",19.097621,73.00088199999999,73.0
Dealer,0,0,1,BHK,660.0324939,1,1,"Kopara,Mumbai",19.932263,86.09772099999999,65.0
Dealer,1,1,3,BHK,799.3874426,0,1,"Sector 89 Faridabad,Faridabad",28.431903,77.36482099999999,26.1
Dealer,0,0,1,BHK,635.0792065,1,1,"Sector-9 Ulwe,Maharashtra",18.973908,73.02510600000001,44.5
Dealer,1,1,3,BHK,1898.253607,0,1,"Sector-85 Mohali,Mohali",30.66486,76.70610699999999,75.0
Dealer,0,0,2,BHK,1273.261508,1,1,"Palanpur,Surat",21.17,72.83,39.0
Owner,0,0,3,BHK,1954.666667,1,1,"Kazhipattur,Chennai",13.09,80.27,73.3
Dealer,0,0,2,BHK,1250.0,1,1,"Tilak Nagar,Lalitpur",28.6396,77.0884,160.0
Owner,0,0,3,BHK,1418.2800539999998,1,1,"Whitefield,Bangalore",12.9958935,77.761394,63.0
Dealer,0,1,2,BHK,1265.022138,1,1,"Kalinga Bihar,Bhubaneswar",20.249154,85.759427,60.0
Dealer,0,0,4,BHK,1944.012442,1,1,"Chembur,Lalitpur",19.05871,72.89969,850.0
Dealer,0,0,4,BHK,3137.478608,1,1,"Suraj Kund,Faridabad",28.488415000000003,77.285903,220.0
Dealer,0,0,2,BHK,1060.031243,1,1,"Bevarly Park,Lalitpur",24.69028,78.41889,95.0
Owner,0,1,1,BHK,656.0580681,1,1,"Sus,Pune",18.539812,73.737678,47.0
Owner,0,0,2,BHK,900.090009,1,1,"Shalimar garden,Ghaziabad",28.686091,77.334644,30.0
Dealer,0,0,3,BHK,1484.241774,1,1,"Vile Parle (West),Maharashtra",19.103831,72.837361,470.0
Dealer,1,1,3,BHK,932.8358209,0,0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,140.0
Dealer,0,0,1,BHK,630.0023774,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,79.5
Dealer,1,1,3,BHK,1647.058824,0,1,"Jyothi Nagar,Jaipur",27.557683,76.631291,140.0
Dealer,0,0,1,BHK,543.056633,1,1,"Wagholi,Pune",18.5823,73.983,28.0
Owner,0,0,2,BHK,882.038489,1,1,"Doddakammanahalli,Bangalore",12.96991,77.59796,49.5
Dealer,1,0,3,BHK,1416.717264,0,1,"Dadar (West),Mumbai",19.0201,72.8381,350.0
Owner,0,0,3,BHK,1546.029515,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,110.0
Dealer,0,1,3,BHK,1625.320787,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,76.0
Dealer,0,1,3,BHK,1155.234657,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,32.0
Dealer,0,0,3,BHK,1954.040957,1,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,250.0
Dealer,1,0,3,BHK,1502.0,0,1,"New Town,Kolkata",22.5922,88.484911,75.1
Owner,1,0,2,BHK,800.0,0,1,"Motilal Gupta Road, Behala- Tollygunge,Kolkata",22.5,88.35,35.0
Owner,0,1,2,BHK,1009.174312,1,1,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,55.0
Owner,0,0,2,BHK,1250.0,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,72.0
Builder,0,0,1,BHK,592.8705441000001,1,0,"Anna Nagar West,Chennai",13.086769,80.191135,47.4
Owner,1,1,3,BHK,2061.85567,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,140.0
Dealer,1,0,3,BHK,1363.539672,0,1,"Survey,Guwahati",26.16667,91.76667,64.1
Owner,0,0,1,BHK,505.9265684,1,1,"Vaishali,Ghaziabad",28.6423,77.3445,35.0
Owner,0,0,3,BHK,1365.08418,1,1,"Padi Kuppam,Chennai",13.100352,80.190686,90.0
Dealer,0,0,2,BHK,1316.104331,1,1,"Bellandur,Bangalore",12.9255,77.6765,55.0
Owner,0,1,3,BHK,1497.75337,1,1,"Vibhuti Khand,Lucknow",26.86056,80.91583,120.0
Dealer,0,0,2,BHK,1100.110011,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,70.0
Dealer,1,1,3,BHK,1174.027935,0,1,"Noida Extension,Noida",28.579004,77.431173,31.1
Dealer,0,1,3,BHK,1340.044743,1,1,"Noida Extension,Noida",28.579004,77.431173,59.9
Owner,0,0,2,BHK,999.6140486,1,1,"Meher Colony,Nagpur",18.304279,83.895443,25.9
Dealer,0,0,2,BHK,1148.105626,1,1,"Dodda Nekkundi Extension,Bangalore",12.96991,77.59796,70.0
Dealer,0,1,1,BHK,792.7927927999999,1,1,"Kurla (East),Lalitpur",19.06446,72.888131,110.0
Dealer,1,1,2,BHK,1146.411483,0,1,"Doddakallasandra,Bangalore",12.880993,77.557654,59.9
Dealer,0,1,2,BHK,975.1960992,1,1,"Wagholi,Pune",18.5823,73.983,46.0
Owner,0,0,3,BHK,1875.360646,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,65.0
Dealer,0,0,2,BHK,986.3317325,1,1,"Sector-45 Noida,Noida",28.553374,77.355611,26.7
Dealer,0,0,2,BHK,850.0303582,1,1,"Mansarovar,Jaipur",26.8626,75.7633,28.0
Owner,0,0,3,BHK,1564.210856,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,100.0
Dealer,0,0,1,BHK,550.017188,1,1,"Balewadi,Pune",18.097689000000003,74.735239,48.0
Dealer,0,1,3,BHK,961.1918779,1,1,"Thane West,Mumbai",19.18,72.96333,160.0
Owner,0,0,2,BHK,1096.067054,1,1,"Modipuram,Meerut",28.9927,77.6824,34.0
Dealer,1,1,4,BHK,2265.5298420000004,0,0,"Zirakpur,Chandigarh",30.662283,76.822397,93.0
Dealer,0,1,1,BHK,665.077174,1,1,"Mira Road,Lalitpur",19.283359,72.864964,53.0
Dealer,0,0,3,BHK,1470.002756,1,1,"Hiranandani Gardens - Powai,Mumbai",19.124896,72.89350300000001,480.0
Dealer,0,0,3,BHK,1976.528721,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,320.0
Owner,0,0,3,BHK,2299.908004,1,1,"Ambedkar Colony,Bangalore",13.073792999999998,77.794824,300.0
Owner,0,0,2,BHK,750.0,1,1,"Jarahbhata,Bilaspur",22.077311,82.13499399999999,45.0
Owner,0,0,3,BHK,1210.136674,1,1,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,85.0
Dealer,1,0,3,BHK,1084.030557,0,1,"Korattur,Chennai",13.114624,80.188519,59.6
Owner,0,0,2,BHK,1041.816871,1,1,"7th Phase, JP Nagar, South Bangalore,Bangalore",12.905368,77.580403,57.8
Owner,0,0,2,BHK,627.6747504,1,1,"Opp new Rahul hospital,Nadiad",-6.240302,106.793022,13.2
Dealer,0,0,2,BHK,1101.159888,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,75.0
Dealer,0,1,3,BHK,1774.647887,1,1,"Kotra,Ajmer",26.474702,74.595478,50.4
Owner,0,0,2,BHK,700.1166861,1,1,"Manipal,Udupi",13.357135,74.784239,18.0
Dealer,0,0,2,BHK,935.0393701,1,1,"Madurdaha,Kolkata",22.54111,88.33778000000001,38.0
Owner,0,0,3,BHK,1236.312257,1,1,"Behala Chowrasta,Kolkata",22.486964,88.313191,35.0
Dealer,0,1,2,BHK,1008.082622,1,1,"Thanisandra,Bangalore",13.055985,77.622157,44.9
Owner,1,1,1,BHK,589.9705015,0,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,24.0
Dealer,0,0,1,BHK,775.3540784,1,1,"Chembur (East),Mumbai",19.05871,72.89969,150.0
Dealer,1,1,2,BHK,899.6471972,0,1,"Ambernath East,Lalitpur",24.6902,78.416,45.9
Dealer,0,1,2,BHK,836.9981558,1,1,"Hinjewadi,Pune",18.5853,73.7413,59.0
Owner,0,0,3,BHK,1500.0,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,90.0
Dealer,0,1,3,BHK,811.9878940000001,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,110.0
Dealer,1,1,1,BHK,473.771334,0,0,"Ghodbunder Road,Lalitpur",24.69028,78.41889,83.0
Dealer,0,0,3,BHK,3500.228276,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,230.0
Dealer,0,0,3,BHK,1399.892934,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,52.3
Owner,0,0,3,BHK,1571.179178,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,99.0
Owner,0,0,2,BHK,1400.037334,1,1,"Vadakkekad,Thrissur",10.654996,76.009973,75.0
Dealer,1,1,3,BHK,1475.048249,0,1,"Zirakpur,Mohali",30.65,76.82,53.5
Dealer,0,1,1,BHK,528.8232492,1,1,"Noida Extension,Noida",28.579004,77.431173,22.2
Owner,0,0,2,BHK,1078.91492,1,1,"Bagharbari,Guwahati",26.141934,91.83335,35.0
Dealer,0,1,2,BHK,956.2084257,1,1,"Sector-134 Noida,Noida",28.5041,77.381557,34.5
Owner,0,0,3,BHK,1024.182077,1,1,"Collectorate,Kottayam",9.59167,76.52221999999999,36.0
Dealer,0,1,2,BHK,1030.181087,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,25.6
Dealer,1,1,1,BHK,411.01520760000005,0,0,"Mira Road East,Lalitpur",19.2836,72.8675,50.0
Dealer,0,0,3,BHK,1582.278481,1,1,"Arcot Road,Chennai",26.340786,78.94720600000001,140.0
Dealer,0,0,3,BHK,1275.184902,1,1,"Manish Nagar,Nagpur",21.094632,79.074805,50.0
Owner,1,0,1,BHK,747.6190475999999,0,1,"Dindoli,Surat",21.142359,72.862596,15.7
Dealer,0,0,2,BHK,1700.060716,1,1,"Ballygunge,Kolkata",22.529,88.368,140.0
Owner,1,0,2,BHK,1445.0867050000002,0,1,"Kalyaninagar,deshaiphet Road ,Opp Nagarjuna School,Warangal",18.00222,79.61306,55.0
Dealer,1,1,2,BHK,636.0424028,0,1,"Balkum,Mumbai",19.222101,72.988231,90.0
Owner,0,0,3,BHK,1000.0,1,1,"Hosur To Bagalur,Hosur",15.873860999999998,75.797601,12.0
Owner,0,0,1,BHK,444.9938195,1,1,"Pilkhuwa,Hapur",28.715456,77.642014,10.8
Dealer,0,0,1,BHK,774.1027445000001,1,1,"Sughad,Gandhinagar",23.126218,72.628827,22.0
Dealer,0,1,4,BHK,2134.4101530000003,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,74.0
Owner,0,0,3,BHK,2000.0,1,1,"Mansarovar,Jaipur",26.8626,75.7633,62.0
Owner,0,0,3,BHK,1920.0,1,1,"Mashobra,Shimla",31.10333,77.17222,120.0
Dealer,0,0,3,BHK,1361.2850529999998,1,1,"Sector-18 Ulwe,Mumbai",18.973908,73.02510600000001,100.0
Dealer,0,1,4,BHK,1579.960357,1,1,"Wadala,Maharashtra",19.015576,72.85144100000001,550.0
Owner,0,0,3,BHK,1400.560224,1,1,"Lankelapalem,Visakhapatnam",17.682023,83.099817,30.0
Dealer,0,0,1,BHK,550.0868558,1,1,"Indira Nagar,Lalitpur",26.886881,80.99441999999999,19.0
Owner,0,1,3,BHK,1704.694466,1,1,"Faizabad Road,Lucknow",26.86056,80.91583,65.0
Owner,0,0,3,BHK,1169.113649,1,1,"Narayanpur,Kolkata",22.40107,88.5424,43.0
Dealer,0,0,3,BHK,2231.384914,1,1,"New Town,Kolkata",22.5922,88.484911,92.0
Dealer,1,1,2,BHK,1059.322034,0,1,"Goregaon (West),Maharashtra",19.161955,72.839616,130.0
Dealer,1,1,1,BHK,450.0112503,0,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,60.0
Dealer,0,0,2,BHK,1386.748844,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,36.0
Owner,0,0,2,BHK,910.1069775,1,1,"Rahatani,Pune",18.602428,73.787111,57.0
Dealer,0,1,3,BHK,1623.025319,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,300.0
Dealer,1,1,3,BHK,2017.703723,0,1,"Mullanpur,Chandigarh",30.73528,76.79111,77.5
Dealer,0,0,3,BHK,1949.917898,1,1,"Yeshwanthpur,Bangalore",12.96991,77.59796,190.0
Dealer,0,1,3,BHK,1900.161031,1,1,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,59.0
Dealer,0,0,2,BHK,1101.101101,1,1,"Velachery,Chennai",12.982389,80.22318299999999,66.0
Dealer,0,0,3,BHK,1489.361702,1,1,"Kharghar,Maharashtra",19.038205,73.06612,140.0
Owner,0,0,2,BHK,773.0881737999999,1,1,"Behala,Kolkata",22.498882,88.31755600000001,37.0
Dealer,0,0,2,BHK,913.5802469,1,0,"Rajarhat,Kolkata",22.54111,88.33778000000001,37.0
Dealer,0,0,3,BHK,2107.9258010000003,1,1,"Whitefield,Bangalore",12.9958935,77.761394,150.0
Dealer,0,0,2,BHK,880.0880087999999,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,80.0
Owner,1,0,3,BHK,1129.943503,0,1,"NH-8,Dharuhera",12.973237,77.64685899999999,30.0
Dealer,0,0,3,BHK,1250.0,1,1,"Action Area I,Kolkata",22.54111,88.33778000000001,62.0
Dealer,1,1,2,BHK,970.2009702,0,1,"Mamurdi,Pune",18.673472,73.714564,42.0
Dealer,0,0,2,BHK,1100.046318,1,1,"Aundh,Pune",18.556218,73.81130300000001,95.0
Dealer,0,0,2,BHK,974.9303621,1,1,"Zingabai Takli,Nagpur",21.033401,79.491924,28.0
Owner,0,0,2,BHK,975.5501222,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,39.9
Dealer,0,0,2,BHK,800.0,1,1,"Raiya Road,Rajkot",22.29691,70.79836,35.0
Dealer,1,0,2,BHK,844.6951888,0,1,"Wakad,Pune",18.5993,73.7625,53.9
Owner,0,1,4,BHK,2123.252201,1,1,"Katara Hills,Bhopal",23.185756,77.498465,41.0
Dealer,0,0,3,BHK,1318.637275,1,1,"Kharar-Landran Road,Mohali",30.74,76.65,32.9
Dealer,1,1,2,BHK,1017.857143,0,1,"Jahangirabad,Surat",21.17,72.83,28.5
Dealer,0,1,2,BHK,1202.039825,1,1,"Lullanagar,Pune",18.52361,73.84778,99.0
Dealer,1,1,3,BHK,1356.085433,0,1,"Whitefield,Bangalore",12.9958935,77.761394,120.0
Dealer,0,0,3,BHK,1804.6922,1,1,"Mylapore,Chennai",13.037561,80.269456,270.0
Dealer,0,0,1,BHK,685.0357741,1,1,"Sector-10 New Panvel,Lalitpur",30.688668,76.847349,45.0
Owner,0,0,1,BHK,640.1137980000001,1,1,"Vasant Vatika, Ranjit Sagar Road,Jamnagar",22.458777,70.05544300000001,13.5
Dealer,1,1,1,BHK,444.2132223,0,0,"Ghodbunder Road,Maharashtra",18.96,72.82,55.5
Dealer,1,0,3,BHK,2000.0,0,1,"Suchitra,Secunderabad",17.45,78.5,70.0
Owner,0,0,2,BHK,809.9352052,1,1,"shingnapur,Kolhapur",16.708038000000002,74.182597,30.0
Dealer,0,0,3,BHK,1829.826167,1,1,"Dona Paula,Goa",15.45056,73.80333,140.0
Dealer,1,1,3,BHK,1504.651163,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,64.7
Dealer,1,0,3,BHK,2000.0,0,1,"Annapurna Main Road,Indore",26.90595,83.97721899999999,72.0
Dealer,0,1,2,BHK,1286.173633,1,1,"Thoraipakkam,Chennai",12.946431,80.23938299999999,84.0
Owner,0,0,2,BHK,899.8342411,1,1,"Narendrapur,Kolkata",22.43917,88.39583,38.0
Dealer,0,0,3,BHK,1023.67688,1,1,"Vinayagapuram,Chennai",13.09,80.27,44.1
Dealer,0,0,3,BHK,1905.165114,1,1,"Sector 19 Kharghar,Mumbai",19.048979,73.078232,180.0
Owner,0,0,1,BHK,549.9541705,1,1,"Sector-12 Pratap Vihar,Ghaziabad",28.6496,77.402621,18.0
Dealer,0,0,3,BHK,1485.282204,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,110.0
Dealer,1,1,4,BHK,3450.557103,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,99.1
Owner,0,0,2,BHK,904.9773756,1,1,"Mallasandra,Bangalore",12.859291,77.541551,50.0
Builder,0,1,2,BHK,505.7010135,1,0,"Wagholi,Pune",18.5823,73.983,47.9
Dealer,0,0,3,BHK,2925.292529,1,1,"Whitefield,Bangalore",12.9958935,77.761394,130.0
Dealer,0,1,3,BHK,1521.179499,1,1,"Konanakunte,Bangalore",12.8855,77.5638,130.0
Dealer,1,1,3,BHK,763.0311412000001,0,0,"Laxmi Nagar,Maharashtra",20.07911,73.911636,160.0
Owner,0,0,3,BHK,1660.210293,1,1,"Jakkur,Bangalore",12.928575,77.58572099999999,90.0
Dealer,0,0,2,BHK,1020.122262,1,1,"Sector 23 Ulwe,Lalitpur",28.509982,77.05185,80.1
Dealer,0,1,2,BHK,1190.0,1,1,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,59.5
Dealer,1,1,3,BHK,1844.090528,0,1,"Mysore Road,Bangalore",12.96991,77.59796,110.0
Owner,0,0,3,BHK,1449.275362,1,1,"Kalwar Road,Jaipur",26.9883,75.5846,26.0
Dealer,0,1,3,BHK,1601.514159,1,1,"Bhandup (West),Mumbai",19.147866,72.932609,220.0
Dealer,1,0,3,BHK,961.9406106,0,1,"Barasat,Kolkata",22.747639000000003,88.600902,23.0
Dealer,1,0,1,BHK,868.0555555999999,0,1,"Nipania,Indore",22.760061,75.928572,32.5
Dealer,0,0,2,BHK,1100.066269,1,1,"Ulwe,Lalitpur",24.69028,78.41889,83.0
Dealer,0,1,2,BHK,1008.96861,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,180.0
Dealer,1,0,3,BHK,1051.428571,0,0,"Bamunara,Durgapur",23.414972,87.857086,18.4
Dealer,0,0,2,BHK,1337.862556,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,51.2
Dealer,0,0,2,BHK,1050.006563,1,1,"Sector-35G Kharghar,Maharashtra",18.96,72.82,80.0
Owner,0,1,2,BHK,1022.146508,1,1,"Dighori,Nagpur",21.118085,79.23925899999999,36.0
